,Sentences,Date_1,Words,Date_2,Numbers,Date_3
2639,"It is by endless subdivisions based upon the most inconclusive differences , that some departments of natural history become so repellingly intricate .",nov 9 2005,employment,10.05.78,1598,thursday august 23 2012
2640,"The right whale will be elsewhere treated of at some length , with reference to elucidating the sperm whale .",26 apr 1974,instantaneously,7 november 1972,-4308,friday may 2 1997
2641,BOOK I .,sunday march 15 1992,nobody,monday june 29 1998,4804,tuesday may 15 2018
2642,"( FOLIO ), CHAPTER III .",thursday april 9 2020,vouchsafe,7 july 1998,7194,16 sep 1981
2643,"( FIN - BACK ).-- Under this head I reckon a monster which , by the various names of Fin - Back , Tall - Spout , and Long - John , has been seen almost in every sea and is commonly the whale whose distant jet is so often descried by passengers crossing the Atlantic , in the New York packet - tracks .",saturday may 11 1996,travellers,february 25 1993,9812,december 15 1999
2644,"In the length he attains , and in his baleen , the Fin - back resembles the right whale , but is of a less portly girth , and a lighter colour , approaching to olive .",30 july 2008,estimable,friday july 19 1985,2054,tuesday september 1 2015
2645,"His great lips present a cable - like aspect , formed by the intertwisting , slanting folds of large wrinkles .",9 november 1972,palanquins,30 december 1995,5872,sunday november 21 2004
2646,"His grand distinguishing feature , the fin , from which he derives his name , is often a conspicuous object .",7/31/76,swelling,may 30 1977,-9178,saturday november 18 1989
2647,"This fin is some three or four feet long , growing vertically from the hinder part of the back , of an angular shape , and with a very sharp pointed end .",29 may 1976,favourite,02 jan 1997,-6057,1 february 1978
2648,"Even if not the slightest other part of the creature be visible , this isolated fin will , at times , be seen plainly projecting from the surface .",19 10 12,formidable,26 may 1984,-6894,october 29 2011
2649,"When the sea is moderately calm , and slightly marked with spherical ripples , and this gnomon - like fin stands up and casts shadows upon the wrinkled surface , it may well be supposed that the watery circle surrounding it somewhat resembles a dial , with its style and wavy hour - lines graved on it .",thursday september 19 1991,concern,monday april 12 2004,-380,04 oct 1995
2650,On that Ahaz - dial the shadow often goes back .,saturday june 23 1990,cant,5 10 01,1401,tuesday may 28 2019
2651,The Fin - Back is not gregarious .,15 february 1986,passion,5 05 18,3659,friday september 10 1976
2652,"He seems a whale - hater , as some men are man - haters .",6/22/73,bell,monday april 9 1984,2799,22 march 1987
2653,"Very shy ; always going solitary ; unexpectedly rising to the surface in the remotest and most sullen waters ; his straight and single lofty jet rising like a tall misanthropic spear upon a barren plain ; gifted with such wondrous power and velocity in swimming , as to defy all present pursuit from man ; this leviathan seems the banished and unconquerable Cain of his race , bearing for his mark that style upon his back .",friday october 31 1980,difficulties,thursday march 30 2017,8559,23.02.75
2654,"From having the baleen in his mouth , the Fin - Back is sometimes included with the right whale , among a theoretic species denominated WHALEBONE WHALES , that is , whales with baleen .",7 01 93,barouche,20 february 2005,2232,22 nov 2003
2655,"Of these so called Whalebone whales , there would seem to be several varieties , most of which , however , are little known .",15 mar 1984,entreaties,14 oct 2017,-724,june 26 1986
2656,"Broad - nosed whales and beaked whales ; pike - headed whales ; bunched whales ; under - jawed whales and rostrated whales , are the fishermen ' s names for a few sorts .",february 15 1998,dead,07 feb 1985,-7911,2/20/18
2657,"In connection with this appellative of "" Whalebone whales ,"" it is of great importance to mention , that however such a nomenclature may be convenient in facilitating allusions to some kind of whales , yet it is in vain to attempt a clear classification of the Leviathan , founded upon either his baleen , or hump , or fin , or teeth ; notwithstanding that those marked parts or features very obviously seem better adapted to afford the basis for a regular system of Cetology than any other detached bodily distinctions , which the whale , in his kinds , presents .",monday october 10 1994,understanding,february 23 1990,-5676,monday august 10 1970
2658,How then ?,05 mar 2000,actually,16 august 1981,-9241,6/20/12
2659,"The baleen , hump , back - fin , and teeth ; these are things whose peculiarities are indiscriminately dispersed among all sorts of whales , without any regard to what may be the nature of their structure in other and more essential particulars .",march 11 2001,mare,sunday april 5 1981,1284,06 jan 1974
2660,"Thus , the sperm whale and the humpbacked whale , each has a hump ; but there the similitude ceases .",13.05.00,drive,8/29/87,1785,monday february 14 1972
2661,"Then , this same humpbacked whale and the Greenland whale , each of these has baleen ; but there again the similitude ceases .",thursday april 20 1995,both,29 jun 1970,-9824,december 1 1989
2662,And it is just the same with the other parts above mentioned .,saturday june 19 1976,countenance,january 25 2006,-4483,03.08.87
2663,"In various sorts of whales , they form such irregular combinations ; or , in the case of any one of them detached , such an irregular isolation ; as utterly to defy all general methodization formed upon such a basis .",4/14/82,composition,16.03.12,-6800,saturday december 17 1977
2664,On this rock every one of the whale - naturalists has split .,tuesday august 8 2006,concurrence,wednesday april 27 2016,-5843,29 apr 2011
2665,"But it may possibly be conceived that , in the internal parts of the whale , in his anatomy -- there , at least , we shall be able to hit the right classification .",feb 20 1993,compliance,tuesday february 15 1972,-4834,04 nov 2011
2666,"Nay ; what thing , for example , is there in the Greenland whale ' s anatomy more striking than his baleen ?",october 4 2004,provoked,friday february 21 2020,-1696,30.08.98
2667,Yet we have seen that by his baleen it is impossible correctly to classify the Greenland whale .,11 jan 2003,alphabet,thursday august 28 2003,-505,mar 13 1978
2668,"And if you descend into the bowels of the various leviathans , why there you will not find distinctions a fiftieth part as available to the systematizer as those external ones already enumerated .",march 8 2020,paragraph,11 jun 1995,-3439,25 march 1992
2669,What then remains ?,monday december 7 1998,wet,10 august 2017,-5201,october 12 1995
2670,"nothing but to take hold of the whales bodily , in their entire liberal volume , and boldly sort them that way .",wednesday march 27 2019,auspicious,18 dec 2013,-5087,saturday march 17 1984
2671,"And this is the Bibliographical system here adopted ; and it is the only one that can possibly succeed , for it alone is practicable .",sep 25 1985,48,tuesday april 18 1995,2108,sunday september 8 1985
2672,To proceed .,tuesday march 24 1998,with,friday january 31 2014,-1981,monday november 7 1988
2673,BOOK I .,18 feb 2017,conquest,22 may 2015,-9568,feb 16 2001
2674,( FOLIO ) CHAPTER IV .,tuesday august 8 1972,widower,may 27 1986,2628,friday april 10 1998
2675,( HUMP - BACK ).-- This whale is often seen on the northern American coast .,wednesday october 15 1986,starved,21 sep 2013,-3494,saturday april 20 1991
2676,"He has been frequently captured there , and towed into harbor .",8/2/04,trivial,thursday october 3 1974,1398,16 december 1983
2677,He has a great pack on him like a peddler ; or you might call him the Elephant and Castle whale .,december 15 1972,examined,sunday april 14 2013,1382,3 june 2007
2678,"At any rate , the popular name for him does not sufficiently distinguish him , since the sperm whale also has a hump though a smaller one .",thursday february 26 1981,amidst,12 feb 1986,-5207,thursday june 27 1991
2679,His oil is not very valuable .,monday january 21 2019,musical,29 08 06,-9527,24.12.78
2680,He has baleen .,wednesday september 26 1973,foretell,5/6/09,9945,sunday november 24 1974
2681,"He is the most gamesome and light - hearted of all the whales , making more gay foam and white water generally than any other of them .",28 april 1991,comprehend,wednesday april 13 1983,3417,friday february 6 1998
2682,BOOK I .,sunday january 12 1986,Oh,thursday november 6 1997,-2178,tuesday february 11 1997
2683,"( FOLIO ), CHAPTER V .",21 october 1980,insolent,wednesday may 22 1974,-2209,september 16 2017
2684,( RAZOR - BACK ).-- Of this whale little is known but his name .,25.01.00,relied,saturday may 27 1989,-1571,31.05.08
2685,I have seen him at a distance off Cape Horn .,wednesday july 12 1995,exquisite,thursday december 15 1983,-1505,sunday november 10 1985
2686,"Of a retiring nature , he eludes both hunters and philosophers .",18 12 00,frequently,26 jul 1988,6362,wednesday july 28 1976
2687,"Though no coward , he has never yet shown any part of him but his back , which rises in a long sharp ridge .",march 18 1996,punctuality,july 9 1970,9079,friday september 7 1979
2688,Let him go .,november 16 1980,extensive,23 jan 2003,-7325,20 feb 2018
2689,"I know little more of him , nor does anybody else .",tuesday november 4 1980,WORD,saturday november 7 2009,-6198,october 17 2019
2690,BOOK I .,november 19 2007,direction,saturday july 4 2015,-134,friday december 28 1973
2691,"( FOLIO ), CHAPTER VI .",dec 26 1971,incapable,monday february 21 1977,3975,saturday august 12 1995
2692,"( SULPHUR - BOTTOM ).-- Another retiring gentleman , with a brimstone belly , doubtless got by scraping along the Tartarian tiles in some of his profounder divings .",saturday january 26 2002,Has,tuesday july 9 1985,6166,sep 1 1987
2693,"He is seldom seen ; at least I have never seen him except in the remoter southern seas , and then always at too great a distance to study his countenance .",tuesday october 10 1972,S,21 jan 1974,-4364,29 may 2018
2694,He is never chased ; he would run away with rope - walks of line .,wednesday february 4 1998,needed,wednesday december 7 1977,-5009,29 january 1985
2695,Prodigies are told of him .,wednesday july 22 1970,Michaelmas,monday june 1 1998,8345,sunday march 13 1988
2696,"Adieu , Sulphur Bottom !",27 october 1984,suggestion,sunday august 9 1998,1302,23 apr 1971
2697,"I can say nothing more that is true of ye , nor can the oldest Nantucketer .",3/9/87,judged,6 september 1971,-7070,wednesday april 14 1976
2698,Thus ends BOOK I .,wednesday december 23 2015,examining,24 march 2005,6577,26 11 73
2699,"( FOLIO ), and now begins BOOK II .",24 jun 2020,novel,february 2 1994,88,sep 30 1986
2700,( OCTAVO ).,wednesday october 24 1984,philippic,sunday january 28 2001,-7271,january 5 1997
2701,OCTAVOES .,24 april 1981,neighbour,12 april 1993,5635,friday june 12 1998
2702,"*-- These embrace the whales of middling magnitude , among which present may be numbered :-- I ., the GRAMPUS ; II ., the BLACK FISH ; III ., the NARWHALE ; IV ., the THRASHER ; V ., the KILLER .",thursday october 21 1999,see,tuesday august 18 1992,-7554,tuesday april 24 1984
2703,* Why this book of whales is not denominated the Quarto is very plain .,sunday may 19 1985,mortification,monday march 15 1993,-680,friday august 24 2001
2704,"Because , while the whales of this order , though smaller than those of the former order , nevertheless retain a proportionate likeness to them in figure , yet the bookbinder ' s Quarto volume in its dimensioned form does not preserve the shape of the Folio volume , but the Octavo volume does .",sunday december 8 1991,unless,21 january 2003,-6459,november 16 2004
2705,BOOK II .,20 may 1990,attainable,6 november 1979,-1596,06.09.95
2706,"( OCTAVO ), CHAPTER I .",28 february 1998,Domestic,aug 8 2009,3643,26 february 1991
